楼层号,评论时间,用户名称,用户性别,用户等级,用户会员等级,装扮名称,装扮编号,装扮所属up主,评论内容
1767,2020-11-25 11:47:21,狼骑士卡洛斯,保密,4,普通会员,无,000000,无,快跑！快跑！傻孩子们，快跑啊！🏃🏃🏃！
1766,2020-11-25 11:47:01,萌萌兔书记,保密,2,普通会员,无,000000,无,很佩服评论区各位的勇气，但你们对饭圈是不是存在误解？\n饭圈可怕的不是资本，而是内部宗教般的氛围，而乐华玩这一套可是业界典范。类比宗教解释，爱豆是所有粉丝心中的神，粉头是神的代言人，内部有一千种方法为你提纯，然后将粉丝分化出十字军、祭祀、牧师、狂信徒等各种人员，一旦出现异端就公开处刑各种你懂的，每日任务就是颂扬神的美德以及开展圣战摧毁一切可能威胁到神利益的对象。任何对他们的攻击和解释在内部鼓动和消化下都化为乌有，v圈粉丝乐子人与之相比简直像原始人。\n美好的v圈留给你们守护了，我先卡其脱离太了😱😱😱😱😱
1764,2020-11-25 11:40:00,YHJ225,保密,5,年度大会员,无,000000,无,爬
1762,2020-11-25 11:37:54,LINGLUANZHI,男,5,大会员,椎名菜羽,004154,椎名菜羽,@孙笑川258 这位是B站虚拟主播头牌，乐华你要冲先冲他🏃🏃🏃
1759,2020-11-25 11:30:49,和扫帚聊天,保密,5,年度大会员,无,000000,无,天灾军团和燃烧军团，哪个厉害点？
1757,2020-11-25 11:28:19,账号已注销,保密,0,普通会员,无,000000,无,💣😁💣
1754,2020-11-25 11:23:20,7327685838,保密,5,大会员,嘉然今天吃什么,019659,嘉然今天吃什么,出圈辣出圈辣，XDM好起来辣🤡🤡
1753,2020-11-25 11:23:12,你问我是谁啊,男,5,大会员,湊-阿库娅,004189,湊-阿库娅,😅😅😅😅😅😅
1750,2020-11-25 11:21:42,冰糖七颗,男,4,年度大会员,战双帕弥什,000862,战双帕弥什,真正的黑暗来了
1749,2020-11-25 11:21:25,TTK型键政壬,保密,6,年度大会员,2021拜年纪,146027,2021拜年纪,放弃幻想 准备投降🏳️🏳️🏳️🏳️🏳️🏳️🏳️
1748,2020-11-25 11:21:12,桜いの,保密,5,年度大会员,湊-阿库娅,006098,湊-阿库娅,放弃幻想 准备投降🏳️🏳️🏳️🏳️🏳️🏳️🏳️
1747,2020-11-25 11:20:32,neversoreal,男,5,普通会员,乙女音,001838,乙女音,这名字 一看就不行 得改成 B-SOUL 才有那味
1746,2020-11-25 11:20:15,TTK型键政壬,保密,6,年度大会员,2021拜年纪,146027,2021拜年纪,大家好，我是bilibili用户。\n十分感谢大家一直以来的支持。\n最近由于本人精神状态的不稳定及措辞不当，说了很多攻击乐华公司和其粉丝的话，对此我真的非常抱歉。\n而我自己，目前正处于想要尽快打起精神而着急采取行动的状态中。出于以上的考虑，我将停止包括百度贴吧，bilibili，nga在内的全平台攻击乐华公司的活动，进行维持一周左右的自肃，还请大家给我一段整理心情的时间。并允许我在复播的时候，于bilibili限定和nga专楼中向乐华公司的粉丝进行正式的道歉。\n在我过往的anti中遭遇困难的时候，持续支持鼓励我的大家，以及现在还在攻击乐华公司和其粉丝的人们，我只能说你们好自为之。非常感谢你们。\n我会给乐华公司磕头的，希望粉丝能够信任我并原谅我。🙇🏻♂️🙇🏻♂️🙇🏻♂️🙇🏻♂️🙇🏻♂️
1742,2020-11-25 11:19:32,叫我雨男吧,男,6,年度大会员,无,000000,无,乐华......乐华........给👴爪巴
1740,2020-11-25 11:18:20,圣嘉然嘉门,男,6,年度大会员,嘉然今天吃什么,018773,嘉然今天吃什么,从此V圈变V圈兄弟们好起来了😅
1739,2020-11-25 11:17:47,molamolaだ,保密,5,大会员,椎名菜羽,007745,椎名菜羽,放弃幻想 准备投降🏳️🏳️🏳️🏳️🏳️🏳️🏳️
1735,2020-11-25 11:16:49,TTK型键政壬,保密,6,年度大会员,2021拜年纪,146027,2021拜年纪,放弃幻想 准备投降🏳️🏳️🏳️🏳️🏳️🏳️🏳️
1733,2020-11-25 11:14:05,神吧吧务团队1,男,4,普通会员,嘉然今天吃什么,012811,嘉然今天吃什么,谈，我们奉陪到底，打，🏃🏃🏃🏃
1732,2020-11-25 11:13:52,账号已注销,保密,0,普通会员,无,000000,无,弹幕一堆的差不多得了，属实壮观
1731,2020-11-25 11:12:51,TTK型键政壬,保密,6,年度大会员,2021拜年纪,146027,2021拜年纪,我投降🏳️别鲨我🏳️
1730,2020-11-25 11:12:33,易零13th,保密,5,大会员,无,000000,无,坏时代，来了
1727,2020-11-25 11:11:10,威尔士亲王号,男,6,大会员,物述有栖,001604,物述有栖,最可恨那些毒蛇猛兽，吃尽了我们的血肉。
1726,2020-11-25 11:10:54,清铭无忧,保密,6,年度大会员,无,000000,无,别说日v了，本土10w粉以下的国v，刚转生的og粉丝还没稳定下来，一堆新v还没站稳脚跟。麻了😅麻了😅，我投降我投降。
1724,2020-11-25 11:04:41,TTK型键政壬,保密,6,年度大会员,2021拜年纪,146027,2021拜年纪,v圈的朋友们。\n非常感谢各位一直以来的支持。\n在圈子还不大的时候，大家伙一直很开心。\nv圈影响力的上升都是靠了各位。\n变成这样，非常抱歉，但是非常感谢各位一直以来的协力。😅
1720,2020-11-25 11:02:49,我要证明你破防了,保密,5,大会员,无,000000,无,滚啊
1719,2020-11-25 11:02:49,叫我雨男吧,男,6,年度大会员,无,000000,无,还有800多个粉丝就离谱
1718,2020-11-25 11:02:45,marubaru,保密,6,年度大会员,嘉然今天吃什么,021737,嘉然今天吃什么,卖号了，7位数uid活号，还剩两年带会员的那种
1717,2020-11-25 11:02:03,地狱关着所有人,保密,5,大会员,无,000000,无,🏃🏃🏃🏃🏃🏃🏃🏃🏃🏃🏃兄弟们快跑吧
1715,2020-11-25 11:01:37,Meteora拖延,保密,6,年度大会员,希萝Hiiro,022026,希萝Hiiro,爪巴
1713,2020-11-25 10:59:29,清露盈希,男,5,年度大会员,湊-阿库娅,021840,湊-阿库娅,卖号了，我有小号，随时私聊
1710,2020-11-25 10:58:06,芙兰フレン,保密,6,年度大会员,魔兽世界·联盟,000719,魔兽世界·暗影国度,傻孩子们，快跑啊
1706,2020-11-25 10:55:54,清露盈希,男,5,年度大会员,湊-阿库娅,021840,湊-阿库娅,唉
1704,2020-11-25 10:55:02,TTK型键政壬,保密,6,年度大会员,2021拜年纪,146027,2021拜年纪,水军姐妹们，来买个号吧，六级号还有两年大会员，留着看要版权的电视剧电影那都极好的阿
1702,2020-11-25 10:54:32,-魔鬼-,男,6,年度大会员,Kizuna AI,000050,Kizuna AI,团长，独轮车准备好了\n我也要做加把劲乐子人\n全部木大
1701,2020-11-25 10:53:45,圣嘉然嘉门,男,6,年度大会员,嘉然今天吃什么,018773,嘉然今天吃什么,🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️卡其脱离太
1699,2020-11-25 10:51:48,液流冰,男,5,年度大会员,花园Serena,024063,花园Serena,人还没来都这么多水军了？居然要验证码，从此以后只黑乐华
1696,2020-11-25 10:44:23,月之美免丶,保密,5,大会员,无,000000,无,让子弹飞一会儿
1694,2020-11-25 10:42:13,可莉酱丢炸弹,保密,5,年度大会员,三周年恋曲,142840,会员购3周年,这剪影，左边这个是绊爱？
1693,2020-11-25 10:41:56,琉华るか_ruka,保密,5,大会员,乙女音,002488,乙女音,爬啊
1692,2020-11-25 10:41:48,一一止呷一一,保密,5,年度大会员,湊-阿库娅,018484,湊-阿库娅,差不多得了
1686,2020-11-25 10:38:21,未夏りん,保密,5,年度大会员,BML2020,020227,BML云live,呕
1685,2020-11-25 10:38:08,可莉酱丢炸弹,保密,5,年度大会员,三周年恋曲,142840,会员购3周年,乐华是个啥，为什么你们都慌了，干过什么大事？
1680,2020-11-25 10:32:58,Dr-Gerald,保密,5,年度大会员,初音未来13周年,005167,初音未来13周年,团长，独轮车准备好了
1678,2020-11-25 10:30:28,TTK型键政壬,保密,6,年度大会员,2021拜年纪,146027,2021拜年纪,水军姐妹们，来买个号吧，六级号还有两年大会员，留着看要版权的电视剧电影那都极好的阿
1676,2020-11-25 10:29:38,6B不止铅笔,保密,6,年度大会员,进击的冰糖,008242,冰糖IO,[呲牙][呲牙][呲牙][呲牙][呲牙]
1674,2020-11-25 10:28:00,TTK型键政壬,保密,6,年度大会员,2021拜年纪,146027,2021拜年纪,水军姐妹们，来买个号吧，六级号还有两年大会员，留着看电视剧都好阿
1671,2020-11-25 10:26:58,清铭无忧,保密,6,年度大会员,无,000000,无,差不多得了
1670,2020-11-25 10:25:32,百川刀子,女,5,大会员,无,000000,无,买号吗？量大质优，几级都有
1669,2020-11-25 10:24:10,迷路骨折光,保密,5,年度大会员,雪未来,031227,雪未来,不要着急，乐华现在自家的粉丝都没照顾好，搞虚拟女团那些粉丝是会帮我们骂的，水军可能没想象的那么强大
1664,2020-11-25 10:21:01,欝麗瓕ー䖙ゃ鳸ヒ晉ゾ,保密,2,普通会员,无,000000,无,准备行李
1662,2020-11-25 10:20:07,分组姬,保密,6,年度大会员,物述有栖,008073,物述有栖,其实没必要对这个孩子宣泄自己的负面情绪的，该反感的是资本公司，她们也不过是被推出来的第一批“先锋队”罢了。有欺负她的时间不如坚定自己的立场，本来就是一个小众圈子经不起资本大浪的折腾
1659,2020-11-25 10:15:58,Bili随手就是十五字,男,6,年度大会员,Kizuna AI,001523,Kizuna AI,好时代要来力[Kizuna AI _OK]
1658,2020-11-25 10:15:17,狐式重型坦克,保密,2,普通会员,七海Nana7mi,002106,七海Nana7mi,到时候能不能别说中文，我害怕[热词系列_害怕]
1657,2020-11-25 10:14:06,沙滩海豹王,女,6,年度大会员,湊-阿库娅,012048,湊-阿库娅,时代变了 旧二次元将被剔除 新二次元将诞生
1655,2020-11-25 10:13:21,_大勝利_,保密,6,年度大会员,物述有栖,002069,物述有栖,🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️
1654,2020-11-25 10:13:11,端木烧火,保密,2,普通会员,无,000000,无,求个蒙古上单，求一群蒙古上单
1653,2020-11-25 10:11:43,吃叶子的昊子,保密,6,大会员,无,000000,无,亚波人来了 兄弟们崩撤卖溜
1652,2020-11-25 10:10:39,我fuze想要咚人质,保密,4,大会员,无,000000,无,Fk u and never come back
1651,2020-11-25 10:10:23,い冬子,女,5,年度大会员,无,000000,无,资本家 不要太过分了😅
1650,2020-11-25 10:07:45,狐式重型坦克,保密,2,普通会员,七海Nana7mi,002106,七海Nana7mi,守护最好的A-SOUL！[星星眼]
1648,2020-11-25 10:06:58,狐式重型坦克,保密,2,普通会员,七海Nana7mi,002106,七海Nana7mi,哪里有战争哪里就有我[呲牙]
1646,2020-11-25 10:06:32,August-__-,男,6,大会员,无,000000,无,只有资本能打败资本[灵魂出窍]
1645,2020-11-25 10:06:31,HeliOs-Beta,男,5,年度大会员,无,000000,无,Fk u and never come back
1637,2020-11-25 10:04:00,嚮掆稽者,保密,5,普通会员,无,000000,无,😅😅😅
1636,2020-11-25 10:03:55,激奏-polaris,男,4,年度大会员,嘉然今天吃什么,015085,嘉然今天吃什么,怕了怕了，我直接卡其脱离太🏃🏼‍♀️🏃🏼‍♀️🏃🏼‍♀️🏃🏼‍♀️🏃🏼‍♀️
1632,2020-11-25 10:02:30,冬季寒潮,保密,5,普通会员,无,000000,无,快进到跑路油管
1630,2020-11-25 10:01:26,叉叉xxlonge单推花音,男,5,年度大会员,椎名菜羽,006373,椎名菜羽,观望，主要还是怕饭圈对b站整个都有影响
1628,2020-11-25 10:01:21,慈很美,保密,5,大会员,新科娘,001659,新科娘,😡😡😡
1627,2020-11-25 10:01:15,日丹诺夫Formal,男,5,年度大会员,星座系列：摩羯座,004604,摩羯座2020,快进到人生有梦，各自精彩
1625,2020-11-25 10:00:23,澎湃咖啡,女,5,年度大会员,嘉然今天吃什么,010298,嘉然今天吃什么,插眼，两年后再看[呲牙]
1623,2020-11-25 09:58:39,人活着就是为了让巴尔,保密,5,年度大会员,初音未来13周年,013080,初音未来13周年,不懂就问，号注销了能把大会员的钱退我不？
1622,2020-11-25 09:58:24,掩卷思,男,5,大会员,嘉然今天吃什么,016308,嘉然今天吃什么,啊[花园Serena_猫猫祟祟]我倒是不抵触，就怕你家v营业能力不行学饭圈那套天天做数据把B站推荐位全占了，粉圈倒是不担心，v圈多半引不进饭圈的人，holo爆破后mmr风气已经很稀薄了，按理来说流水线化运营v的营业能力会有质的提高，不过按照评论区的说法你家流水线加工的能力我很担心呐
1619,2020-11-25 09:57:36,蓝色梅子,保密,5,大会员,无,000000,无,这波啊，这波是亚空间入侵
1614,2020-11-25 09:55:08,悦丰223,男,6,年度大会员,无,000000,无,差不多得了，粉丝行为不要上升到偶像[傲娇]
1609,2020-11-25 09:54:21,人在阴间有事烧纸,保密,3,大会员,无,000000,无,声明：本人从未对乐华娱乐进行过任何攻击，也从未诋毁过乐华娱乐，请部分乐乐军认清目标，不要对无辜群众进行人肉搜索，威胁恐吓乃至危害人身安全等违法行为。🙏🏻🏳️🏳️🏳️🏳️
1608,2020-11-25 09:54:11,优子的翅膀,女,6,大会员,物述有栖,005677,物述有栖,[热词系列_害怕]快进到跑路404
1605,2020-11-25 09:53:18,神之右左手,保密,5,大会员,嘉然今天吃什么,006097,嘉然今天吃什么,无形的大手要来了😰
1603,2020-11-25 09:52:53,账号已注销,保密,0,普通会员,无,000000,无,可别说乐子人是乐华的水军，我宁可给勒夫的玩意打钱也不看这个贵物。
1602,2020-11-25 09:52:49,てゐ,保密,5,年度大会员,初音未来13周年,005111,初音未来13周年,开始了，开始了，开始删评控评了，你在怕什么，自己多恶臭没点数么？
1601,2020-11-25 09:52:47,伊藤诚的头是包子呢,保密,4,普通会员,无,000000,无,群星即将归位，混沌将从地底升起；愚者听到那毛骨悚然的“歌声”后，癫狂地发出嘶声力竭的吼叫，远征的战士们亲眼目睹了自己曾热爱着的故土崩碎而绝望。深海的人形怪物上岸，杀害并取缔了这片土地的人民，随后它们向海的那一端跪下，嘴中发出了令人厌恶且难以捉摸的邪恶咒语。拉莱耶逐渐升起，“伟大”的克苏鲁降临于人间....... 黑暗时代，来了..... 傻孩子们，快跑啊！
1600,2020-11-25 09:52:46,人在阴间有事烧纸,保密,3,大会员,无,000000,无,声明：本人从未对乐华娱乐进行过任何攻击，也从未诋毁过乐华娱乐，请部分乐乐军认清目标，不要对无辜群众进行人肉搜索，威胁恐吓乃至危害人身安全等违法行为。🙏🏻🏳️🏳️🏳️🏳️
1599,2020-11-25 09:52:43,-奥西里斯-,保密,5,大会员,绯赤艾莉欧,002328,绯赤艾莉欧,溜了溜了🏳️🏳️🏳️🏳️
1597,2020-11-25 09:51:40,一口一个DD啊啊啊啊啊,男,5,年度大会员,无,000000,无,Fk u and never come back
1596,2020-11-25 09:50:49,PIAO--,男,6,年度大会员,一周年纪念装扮,005195,装扮娘,这剪影咋一看我还以为v家呢[微笑]
1594,2020-11-25 09:49:05,青夜灵,保密,6,大会员,无,000000,无,Fk u and never come back
1591,2020-11-25 09:46:19,AL猴纸菌,女,5,大会员,咩栗,004332,咩栗,溜了溜了
1590,2020-11-25 09:44:47,苏尔林-哈拉鲁,男,5,年度大会员,欧皇,003224,欧皇,Fk u and never come back
1589,2020-11-25 09:44:46,御伽原咲夜,保密,6,年度大会员,物述有栖,003934,物述有栖,让人感到很困惑\n看到会很害怕所以\n希望不要再发了\n感到很伤心
1588,2020-11-25 09:44:26,ポ奉ポ奉の餹的黑乐谱,男,5,年度大会员,夏诺雅,011748,夏诺雅,拭 目 以 待\nPS：如果能找人去ytb播的话....
1587,2020-11-25 09:43:13,TTK型键政壬,保密,6,年度大会员,2021拜年纪,146027,2021拜年纪,声明：本人从未对乐华娱乐进行过任何攻击，也从未诋毁过乐华娱乐，请部分乐乐军认清目标，不要对无辜群众进行人肉搜索，威胁恐吓乃至危害人身安全等违法行为。🙏🏻🏳️🏳️🏳️🏳️
1581,2020-11-25 09:40:56,风之明丶日,保密,6,年度大会员,无,000000,无,[微笑][微笑][微笑][微笑]
1579,2020-11-25 09:40:16,雪野柠,男,5,年度大会员,新科娘,006597,新科娘,爬
1578,2020-11-25 09:40:07,永远单推C酱,女,5,年度大会员,C酱です,007823,C酱です,谁能通俗易懂的帮我解释一下，脑子不是很好使
1576,2020-11-25 09:37:26,Gatedx,男,5,大会员,绯赤艾莉欧,004808,绯赤艾莉欧,要是真来的话，估计大家都要跑路到油管去了吧
1575,2020-11-25 09:36:52,空想啦啦啦啦,保密,6,大会员,无,000000,无,人生有梦，各自精彩
1572,2020-11-25 09:36:06,Aishi-Kiri,女,5,年度大会员,Kizuna AI,000130,Kizuna AI,这里是v饭圈，该爬的是你们mmr吧[doge]
1566,2020-11-25 09:34:19,三次都在里面老公好棒,保密,6,普通会员,花园Serena,009151,花园Serena,控评真牛啊，我发的一秒钟就没了
1565,2020-11-25 09:34:07,TTK型键政壬,保密,6,年度大会员,2021拜年纪,146027,2021拜年纪,声明：本人从未对乐华娱乐进行过任何攻击，也从未诋毁过乐华娱乐，请部分乐乐军认清目标，不要对无辜群众进行人肉搜索，威胁恐吓乃至危害人身安全等违法行为。🙏🏻🏳️🏳️🏳️🏳️
1564,2020-11-25 09:33:48,丨独角戏丨,保密,6,年度大会员,年度大会员,,,爬👎
1563,2020-11-25 09:33:41,独人十三official,保密,6,年度大会员,三周年恋曲,290298,会员购3周年,比原神还黑暗😅
1561,2020-11-25 09:32:44,迷路骨折光,保密,5,年度大会员,雪未来,031227,雪未来,开始删评了🏃
1559,2020-11-25 09:32:07,狂魔__卡神,男,5,年度大会员,BML2020,005245,BML云live,爬
1558,2020-11-25 09:31:41,迷路骨折光,保密,5,年度大会员,雪未来,031227,雪未来,别吞评论啊
1553,2020-11-25 09:29:26,海绵宝宝朴杰克,保密,5,大会员,嘉然今天吃什么,043837,嘉然今天吃什么,好 崩 撤 卖 溜
1549,2020-11-25 09:27:45,Snapdargon,保密,6,年度大会员,无,000000,无,差不多得了
1547,2020-11-25 09:26:36,蓝色人鱼与红色骑士,男,6,年度大会员,约战：精灵再临,012264,约战：精灵再临,drive！type speed！溜了溜了😅🏎️💨
1546,2020-11-25 09:26:13,轩辕徐,男,5,年度大会员,12周年夏日狂欢,005480,12周年夏日狂欢,害，不知道这波怎么说了[无语]，也是不知道你们的进场会给v圈都带来什么影响和后果。。。[翻白眼]只能说在正式发展前看着办了，也不好说什么别的话，就祝你们的人前程似锦吧。。。另外求求你们管理好自己的v，让v管理好自己的粉丝[笑哭]
1545,2020-11-25 09:26:06,账号已注销,保密,0,普通会员,无,000000,无,哪怕胆小如三字母也唱了2首中文歌，而且事到如今道歉态度算是不错了。没必要说什么日本v恰钱轻松，那个时代过去了。别到时候又開始抱怨套皮壬恰烂钱，那就笑嘻了。现在v圈烂归烂，真饭圈来了就不是烂能形容得了。而且我寻思和HOLOLIVE斗争同时无数次破防换来的新时代，还没来得及看上几眼就送给资本当韭菜田未免不太好啊~
1543,2020-11-25 09:25:37,独人十三official,保密,6,年度大会员,三周年恋曲,290298,会员购3周年,我先🏃为敬
1540,2020-11-25 09:21:55,伊藤诚的头是包子呢,保密,4,普通会员,无,000000,无,现在有就开始洗的了嘛，我看日v了，我又要被开除国籍了[大哭]
1539,2020-11-25 09:21:09,bili_303251231,保密,3,大会员,无,000000,无,Sir！this way
1537,2020-11-25 09:20:05,黑眼圈很深的CC,保密,5,年度大会员,希萝Hiiro,002171,希萝Hiiro,现在有就开始洗的了嘛，我看日v了，我又要被开除国籍了[大哭]
1533,2020-11-25 09:17:57,绊空ll,男,5,大会员,三周年恋曲,226403,会员购3周年,黑暗时代吗？
1532,2020-11-25 09:17:09,八朔ゆず,保密,6,大会员,嘉然今天吃什么,044684,嘉然今天吃什么,同性相斥罢了，一个饭圈排斥另一个饭圈\n平时舔得最起劲的是那一批人，现在反得最起劲的也还是那一批人
1530,2020-11-25 09:16:59,QumerDown,男,5,年度大会员,无,000000,无,牛鬼蛇神
1520,2020-11-25 09:10:37,心是什么1470,男,6,年度大会员,花园Serena,002518,花园Serena,v圈复兴（虾粉语气）
1519,2020-11-25 09:10:30,薇尔莉特·伊芙加登,男,5,年度大会员,物述有栖,011183,物述有栖,大的要来了😅我先🏃为敬
1518,2020-11-25 09:09:02,长门有希゚,保密,6,大会员,神楽Mea,009761,神楽Mea,哈[tv_黑人问号]
1516,2020-11-25 09:08:47,别间,保密,4,年度大会员,无,000000,无,在享受下片刻的宁静吧😅
1514,2020-11-25 09:08:04,荻原沙優_0fficial,女,5,年度大会员,良辰美景·不问天,022986,良辰美景·不问天,整挺好😅😅😅
1513,2020-11-25 09:07:29,一辈子欧洲的爱丽儿,女,5,年度大会员,约战·狂三,011936,约战·时崎狂三,呜↑↑↑↑↑↑呜↘\n这他妈是个啥啊😅😅😅
1512,2020-11-25 09:06:32,鹦鹉利普贝当,保密,4,普通会员,无,000000,无,肖战哥哥啥时候出个皮啊😍😍😍😍
1507,2020-11-25 09:04:08,盛势闪光,保密,5,大会员,原神,002187,原神,声明：本人从未对乐华娱乐进行过任何攻击，也从未诋毁过乐华娱乐，请部分乐乐军认清目标，不要对无辜群众进行人肉搜索，威胁恐吓乃至危害人身安全等违法行为。🙏🏻🏳️🏳️🏳️🏳️
1506,2020-11-25 09:03:28,天元慧,男,5,年度大会员,神乐七奈,004799,神乐七奈,很喜欢某蝗的一句话：Fk u and never come back😅😅😅
1505,2020-11-25 09:02:37,GrenzIinie,男,6,年度大会员,无,000000,无,差不多得了
1504,2020-11-25 09:02:27,萌萌大好き捏,保密,6,大会员,嘉然今天吃什么,021400,嘉然今天吃什么,😅😅😅😅全部木大
1503,2020-11-25 09:02:18,愉悦的沼跃鱼,保密,5,大会员,无,000000,无,好耶[呲牙]
1502,2020-11-25 09:02:06,一ZUN还酹江月,女,5,年度大会员,无,000000,无,我锷锷
1500,2020-11-25 09:01:28,盛势闪光,保密,5,大会员,原神,002187,原神,sir！ this way🏳️
1499,2020-11-25 09:01:10,GD-TERRY-ALEX,保密,6,年度大会员,嘉然今天吃什么,008717,嘉然今天吃什么,是乐华😨😨😨快跑！！🏃🏃🏃🏃
1497,2020-11-25 08:59:00,Yling幽灵,男,5,年度大会员,hanser,028820,hanser,不知道说什么，但是说 爬 一定没错
1495,2020-11-25 08:57:26,嗨好久没见,保密,6,年度大会员,无,000000,无,感觉还是套皮女主播那套 违和感 太严重了
1491,2020-11-25 08:56:06,科技鸟,男,5,年度大会员,神楽Mea,022913,神楽Mea,如何评价本视频标签只有明星偶像，并没有vtuber
1490,2020-11-25 08:56:00,mengbao2333,女,5,大会员,无,000000,无,Fk u and never come back😅😅😅
1489,2020-11-25 08:55:47,彩虹庸医Doc,男,6,年度大会员,咩栗,007453,咩栗,走了走了，正经人谁看vtuber啊
1484,2020-11-25 08:51:48,学史救不了XX,男,6,大会员,泠鸢登门喜鹊,007424,泠鸢登门喜鹊,:F*** YOU AND NEVER COME BACK
1483,2020-11-25 08:50:17,苏尔林-哈拉鲁,男,5,年度大会员,欧皇,003224,欧皇,Die Fetcher!
1480,2020-11-25 08:49:46,a87541370,保密,5,大会员,泠鸢yousa,030960,泠鸢yousa,不是，暗影界真的开了啊[大哭]\n巫妖王，我的巫妖王[大哭]
1478,2020-11-25 08:48:00,Cuirassier_Noir,保密,6,大会员,还有醒着的么,006888,还有醒着的么,我支持mea加入乐华，谁赞成，谁反对[傲娇]
1477,2020-11-25 08:47:54,高冷高冷小学生,男,5,年度大会员,神楽Mea,010406,神楽Mea,🏳️🏳️🏳️🏳️🏳️卡其脱离太
1474,2020-11-25 08:45:19,科技鸟,男,5,年度大会员,神楽Mea,022913,神楽Mea,好家伙，有些人和当初某些支持原神拳打塞尔达脚踢任天堂的有的一拼。快进到看日v被开除中国国籍[微笑]
1473,2020-11-25 08:44:56,孝兔子你回来さま,保密,3,普通会员,无,000000,无,你好，我是来自北方的网友，我对你说的东西很感兴趣，期待出场
1470,2020-11-25 08:42:11,账号已注销,保密,0,普通会员,无,000000,无,这波就好比民兵碰上了正规军，我要🏃💨🏃💨🏃💨了
1469,2020-11-25 08:42:05,深陷你的暗瞳,男,5,年度大会员,星座装扮巨蟹座,018854,巨蟹座2021,麻了
1468,2020-11-25 08:41:57,零度玉米,保密,6,年度大会员,泠鸢登门喜鹊,017069,泠鸢登门喜鹊,点踩就完事了
1467,2020-11-25 08:41:43,DuDWL,男,5,年度大会员,明日方舟音律系列,046537,明日方舟音律联觉,呜↑↑↑↑↑↑呜↓！这他妈是个啥啊！😭😭😭
1466,2020-11-25 08:40:15,DuDWL,男,5,年度大会员,明日方舟音律系列,046537,明日方舟音律联觉,看这个不如去看魔女😅😅
1465,2020-11-25 08:39:55,地卫壹,男,6,年度大会员,无,000000,无,正规军来了
1464,2020-11-25 08:37:56,墨清颜QeeYao,保密,5,年度大会员,雪未来,042415,雪未来,Fk u and never come back
1462,2020-11-25 08:36:40,ちんえいのはは,保密,5,大会员,无,000000,无,snh48呢，snh48呢，救一下啊
1459,2020-11-25 08:29:55,花開若相惜だ,保密,5,年度大会员,大航海_舰长,,,mea请求出战[歪嘴][歪嘴][歪嘴]
1458,2020-11-25 08:29:01,圣嘉然嘉门,男,6,年度大会员,嘉然今天吃什么,018773,嘉然今天吃什么,差不多得了😅
1454,2020-11-25 08:27:01,流火夜,女,5,年度大会员,无,000000,无,各位进来记得点踩+拉黑，免得倒胃口
1452,2020-11-25 08:26:42,花開若相惜だ,保密,5,年度大会员,大航海_舰长,,,大的要来了🏃🏃🏃
1449,2020-11-25 08:23:45,Lady_lex_cv16,女,5,大会员,战双帕弥什,019412,战双帕弥什,乐华：叔叔，和这样的v（指现在的各种v）一起，怎么能搞好vtuber呢？\n二刺猿mmr你个混蛋
1448,2020-11-25 08:21:57,正义使者Official,保密,3,普通会员,无,000000,无,打得过我mea吗
1447,2020-11-25 08:19:33,此方-Konata,男,5,大会员,神楽Mea,000480,神楽Mea,网易分身爱 乐府v2.0版 猴楼 童话社 游戏部 大资本最后没几个好下场
1444,2020-11-25 08:18:52,芃音Ritsuka,男,5,大会员,Kizuna AI,012608,Kizuna AI,国 共 合 作
1443,2020-11-25 08:18:42,欣岚酉木,保密,5,大会员,无,000000,无,说实话，为什么会想着来蹚v圈这浑水，这真没什么油水好捞的啊，你们乖乖搞你们的流量明星不好吗？顺便说一下cr这货也是想流量想疯了。
1442,2020-11-25 08:16:47,メタルエンジェル,保密,6,年度大会员,绯赤艾莉欧,020473,绯赤艾莉欧,放过我们好不好？？？我们这团小火苗可经不住你们路过产生的气流！！求求您去油管发展行不行？？
1441,2020-11-25 08:16:36,人活着就是为了让巴尔,保密,5,年度大会员,初音未来13周年,013080,初音未来13周年,哈哈哈，😅
1437,2020-11-25 08:14:18,卡爾弗裡德裡希,保密,5,年度大会员,良辰美景·不问天,034765,良辰美景·不问天,歼敌一亿，转战樱花
