楼层号,评论时间,用户名称,用户性别,用户等级,用户会员等级,装扮名称,装扮编号,装扮所属up主,评论内容
759,1606232976,十一紫苑,保密,5,大会员,无,000000,无,v圈的朋友们。\n非常感谢各位一直以来的支持。\n在圈子还不大的时候，大家伙一直很开心。\nv圈影响力的上升都是靠了各位。\n变成这样，非常抱歉，但是非常感谢各位一直以来的协力。😅
758,1606232919,单扌亻主人,保密,6,年度大会员,嘉然今天吃什么,028717,嘉然今天吃什么,傻孩子们，快跑啊！
755,1606232884,国窖啤酒,保密,5,年度大会员,鹿乃,005515,鹿乃,过不了多久，乐子人的队伍会急剧扩大
754,1606232870,37__3,男,5,年度大会员,无,000000,无,Fk u and never come back
750,1606232813,七旬道长,保密,5,大会员,无,000000,无,贵司请务必加强对旗下艺人的英日文培训，目前海外发展前途相较于国内一片大好，17号日经有年入一亿日元以上的虚拟主播，我相信以贵司的实力只要稍加了解必能橄榄那些厂妹。\n声明：\n        本人从未对乐华娱乐旗下艺人进行抹黑，请各位粉丝认清对象，避免误伤无辜民众。
749,1606232800,虚拟嘉然Official,保密,4,普通会员,无,000000,无,@孙笑川258 这位是B站虚拟主播头牌，乐华你要冲先冲他🏃🏃🏃
747,1606232774,SMF183,男,6,年度大会员,泠鸢登门喜鹊,010485,泠鸢登门喜鹊,很难不gachi😅
746,1606232769,就_就嘉然,保密,5,年度大会员,嘉然今天吃什么,002704,嘉然今天吃什么,贵司请务必加强对旗下艺人的英日文培训，目前海外发展前途相较于国内一片大好，17号日经有年入一亿日元以上的虚拟主播，我相信以贵司的实力只要稍加了解必能橄榄那些厂妹。\n声明：\n        本人从未对乐华娱乐旗下艺人进行抹黑，请各位粉丝认清对象，避免误伤无辜民众。😅😅😅😅
744,1606232705,给点糖渣吧,女,6,年度大会员,湊-阿库娅,000873,湊-阿库娅,杜华差不多得了😅
743,1606232687,立坚果,男,5,大会员,无,000000,无,这波啊这波是直接倒退到holo佃户时代[呲牙][呲牙][呲牙]
742,1606232666,古明地因幡,男,5,年度大会员,物述有栖,012017,物述有栖,贵司请务必加强对旗下艺人的英日文培训，目前海外发展前途相较于国内一片大好，17号日经有年入一亿日元以上的虚拟主播，我相信以贵司的实力只要稍加了解必能橄榄那些厂妹。\n声明：\n        本人从未对乐华娱乐旗下艺人进行抹黑，请各位粉丝认清对象，避免误伤无辜民众。
741,1606232626,独行人心毒,保密,4,大会员,嘉然今天吃什么,042061,嘉然今天吃什么,差不多得了😅统一啥啊
740,1606232590,七旬道长,保密,5,大会员,无,000000,无,@孙笑川258 这位是B站虚拟主播头牌，乐华你要冲先冲他🏃🏃🏃
735,1606232486,七旬道长,保密,5,大会员,无,000000,无,傻孩子们，快跑呀😅
734,1606232438,榉树林,男,5,大会员,初音未来13周年,081670,初音未来13周年,奶妈呢？救一下啊😅
729,1606232327,光转子,男,5,大会员,雫るる,009041,雫るる,只有菜阿姨能拯救V圈[大哭][大哭][大哭]
728,1606232309,古明地因幡,男,5,年度大会员,物述有栖,012017,物述有栖,呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭
726,1606232279,阿基诺Akino,保密,5,年度大会员,无,000000,无,🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️\n🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️\n🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️\n🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️\n🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️
725,1606232239,古明地因幡,男,5,年度大会员,物述有栖,012017,物述有栖,v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭v圈😭😭😭我的v圈😭😭😭
724,1606232238,猫森Memory,男,5,年度大会员,无,000000,无,新科，团团救命啊😭😭😭😭😭😭
723,1606232222,古明地因幡,男,5,年度大会员,物述有栖,012017,物述有栖,🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻🖕🏻👁️👄👁️🖕🏻
722,1606232216,nenf001,保密,5,年度大会员,无,000000,无,b站的人都是喜欢去一个叫微博的厕所，那里的fq就是吃这些东西变成这样的
721,1606232209,古明地因幡,男,5,年度大会员,物述有栖,012017,物述有栖,@孙笑川258 这位是B站虚拟主播头牌，乐华你要冲先冲他🏃🏃🏃
720,1606232182,喝航油长大,保密,5,年度大会员,鹿乃,004321,鹿乃,Fk u and never come back
714,1606232116,冰冰小姐_冰萪Official,女,5,普通会员,无,000000,无,芜狐~(^・ω・^§)ﾉ🏳️
709,1606232032,スカレット,男,5,年度大会员,绯赤艾莉欧,013542,绯赤艾莉欧,入 关
708,1606232030,桜いの,保密,5,年度大会员,湊-阿库娅,006098,湊-阿库娅,呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭
707,1606232007,jrej,保密,6,年度大会员,无,000000,无,呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭
706,1606232000,古明地因幡,男,5,年度大会员,物述有栖,012017,物述有栖,这位更是重量级😅
704,1606231994,弢辚,保密,5,年度大会员,无,000000,无,有女菩萨我可以看看，毕竟贵司人脉广，说不定能大火
703,1606231987,反馈人,男,4,大会员,无,000000,无,崩！撤！卖！溜！🏃‍🏃‍️🏃‍🏃‍🏃‍
702,1606231957,金雨Goldenrain,男,5,年度大会员,嘉然今天吃什么,013727,嘉然今天吃什么,呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭呜↑↑↑↑↑↑呜↓！这＊＊是个啥啊😭😭😭
700,1606231936,御伽原咲夜,保密,6,年度大会员,物述有栖,003934,物述有栖,@孙笑川258 这位是B站虚拟主播头牌，乐华你要冲先冲他🏃🏃🏃
698,1606231902,relirp,保密,6,大会员,新科娘,001330,新科娘,@汪海林 海林老师救救我们[大哭] 这是咱们男同胞最后的净土不能让饭圈祸害了啊
688,1606231767,天真家的张影帝,女,5,大会员,无,000000,无,？？？有必要吗？？？
687,1606231753,静寂の要石,保密,3,普通会员,雪未来,017735,雪未来,Vtb圈的末日到了
686,1606231745,skyline2333,男,6,年度大会员,湊-阿库娅,004538,湊-阿库娅,妖魔鬼怪快离开 妖魔鬼怪快离开\n放二次元一条生路吧[阿库娅_对不起]
685,1606231727,肄清退士,男,6,年度大会员,无,000000,无,塌房是啥意思？
684,1606231699,词就轻歌,男,5,大会员,湊-阿库娅,004754,湊-阿库娅,🏃🏻🏃🏻🏃🏻
683,1606231690,永远喜欢M4的指挥官,保密,5,大会员,无,000000,无,差不多得了[吐]
682,1606231688,舰长不会梦见兔女郎,保密,5,年度大会员,无,000000,无,请问您们有没有可以做女菩萨的艺人，就是奥斯曼人
681,1606231688,阁下wwwww,男,5,年度大会员,无,000000,无,我求求您放过我们这个小圈子吧[保佑]
679,1606231675,台灣丶桐生會,保密,2,普通会员,无,000000,无,我們臺灣有幾十個虛擬偶像，阿陸才五個[鼓掌]
677,1606231644,滑滑蛋水母,保密,6,大会员,嘉然今天吃什么,010653,嘉然今天吃什么,啥玩意儿？不会真有人看动漫女团吧？[初音未来_问号][初音未来_问号][初音未来_问号]
673,1606231517,超勇悲歌,保密,6,年度大会员,雫るる,002528,雫るる,差不多得了[吐]
672,1606231515,星枢phobos,男,5,年度大会员,鹿乃,008574,鹿乃,全世界无产者，联合起来！
671,1606231480,台灣丶桐生會,保密,2,普通会员,无,000000,无,這麼好看的女孩子什麼時候來臺灣演出[喜欢]
669,1606231433,guesssola,保密,6,年度大会员,无,000000,无,一个月最多两千万流水的圈子，这下能翻一番了吧，不然这3d成本都收不回来吧[笑哭]，这流水不橄榄整个404的v圈，好起来了[呲牙]
666,1606231426,TTK型键政壬,保密,6,年度大会员,2021拜年纪,146027,2021拜年纪,快进到无人生还
664,1606231403,巽硝子,男,6,年度大会员,乙女音,003749,乙女音,Fk u and never come back
661,1606231368,北风年少,男,5,大会员,绯赤艾莉欧,008121,绯赤艾莉欧,🏳️🏳️🏳️🏳️🏳️🏳️
659,1606231295,ii-imai,女,5,大会员,物述有栖,005373,物述有栖,大的奋坑来了
654,1606231254,整点薯条呗,保密,5,年度大会员,无,000000,无,人家黑红那一套可玩的溜着呢，你骂也没用，越骂越有热度[呲牙]到时候旗下几个顶流来一波引流，看看你V圈能剩下几个人[呲牙]反正到时候有这个苗头我就先爬了[热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆][热词系列_吹爆]
652,1606231204,绫音子Ayaneko,保密,5,年度大会员,无,000000,无,这里是饭站，该滚的是你们吧[妙啊]
650,1606231191,红发精灵珂朵莉,男,6,年度大会员,鹿乃,021530,鹿乃,第一次学会发表情，这个好看吗😅
649,1606231178,天马Akagi,保密,6,大会员,雪未来,028668,雪未来,差不多得了😅
647,1606231151,猫神撅伊莉雅,男,6,年度大会员,乙女音,001643,乙女音,这辈子最烦的就是流量明星
645,1606231129,台灣丶桐生會,保密,2,普通会员,无,000000,无,把老婆抱回防空洞[doge]
643,1606231072,台灣丶桐生會,保密,2,普通会员,无,000000,无,哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦阿陸女仔也太好看了欸！！！！！！我們k島用戶都很喜歡[打call][打call][打call][打call][打call][打call]
640,1606231050,雪月风沙冷,男,5,大会员,无,000000,无,大家好，我是bilibili用户。\n十分感谢大家一直以来的支持。\n最近由于本人精神状态的不稳定及措辞不当，说了很多攻击乐华公司和其粉丝的话，对此我真的非常抱歉。\n而我自己，目前正处于想要尽快打起精神而着急采取行动的状态中。出于以上的考虑，我将停止包括百度贴吧，bilibili，nga在内的全平台攻击乐华公司的活动，进行维持一周左右的自肃，还请大家给我一段整理心情的时间。并允许我在复播的时候，于bilibili限定和nga专楼中向乐华公司的粉丝进行正式的道歉。\n在我过往的anti中遭遇困难的时候，持续支持鼓励我的大家，以及现在还在攻击乐华公司和其粉丝的人们，我只能说你们好自为之。非常感谢你们。\n我会给乐华公司磕头的，希望粉丝能够信任我并原谅我。
637,1606231035,米缇亚,女,5,大会员,无,000000,无,这踏马是啥啊？？？😭😭😭😭😭😭😭😭😭😭😭😭😭
634,1606230999,近江手里,男,4,年度大会员,洛天依9th生日纪念,016913,洛天依9th生日纪念,😅😅😅😅😅
633,1606230990,百紀,保密,5,年度大会员,碧蓝航线2020,004907,碧蓝航线2020,更大的饭圈要来吞了这个小饭圈了，很好，加油嘛，争取出海好吧，快进就完事了
631,1606230963,华扇仙人,男,5,大会员,无,000000,无,差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅
630,1606230958,阙闻蛮法天,保密,5,年度大会员,湊-阿库娅,029129,湊-阿库娅,大家好，我是bilibili用户。\n十分感谢大家一直以来的支持。\n最近由于本人精神状态的不稳定及措辞不当，说了很多攻击乐华公司和其粉丝的话，对此我真的非常抱歉。\n而我自己，目前正处于想要尽快打起精神而着急采取行动的状态中。出于以上的考虑，我将停止包括百度贴吧，bilibili，nga在内的全平台攻击乐华公司的活动，进行维持三周左右的自肃，还请大家给我一段整理心情的时间。并允许我在复播的时候，于bilibili限定和nga专楼中向乐华公司的粉丝进行正式的道歉。\n在我过往的anti中遭遇困难的时候，持续支持鼓励我的大家，以及现在还在攻击乐华公司和其粉丝的人们，我只能说你们好自为之。非常感谢你们。\n我会给乐华公司磕头的，希望粉丝能够信任我并原谅我。\n🇨🇵🇨🇵🙇🙇🏃🏃💨💨
628,1606230936,Whelm-,保密,5,大会员,嘉然今天吃什么,003979,嘉然今天吃什么,🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️🏳️
627,1606230923,猎手猎手,保密,6,大会员,无,000000,无,爬
626,1606230893,徘徊在三生石畔,保密,6,大会员,嘉然今天吃什么,054887,嘉然今天吃什么,爬
623,1606230871,华扇仙人,男,5,大会员,无,000000,无,🏃🏃🏃🏃🏃🏃🏃🏃🏃
621,1606230833,伯伦希尔特勤组の灰羽,男,5,年度大会员,明日方舟音律系列,042005,明日方舟音律联觉,大家好，我是bilibili用户。\n十分感谢大家一直以来的支持。\n最近由于本人精神状态的不稳定及措辞不当，说了很多攻击乐华公司和其粉丝的话，对此我真的非常抱歉。\n而我自己，目前正处于想要尽快打起精神而着急采取行动的状态中。出于以上的考虑，我将停止包括百度贴吧，bilibili，nga在内的全平台攻击乐华公司的活动，进行维持一周左右的自肃，还请大家给我一段整理心情的时间。并允许我在复播的时候，于bilibili限定和nga专楼中向乐华公司的粉丝进行正式的道歉。\n在我过往的anti中遭遇困难的时候，持续支持鼓励我的大家，以及现在还在攻击乐华公司和其粉丝的人们，我只能说你们好自为之。非常感谢你们。\n我会给乐华公司磕头的，希望粉丝能够信任我并原谅我。
620,1606230833,雪月风沙冷,男,5,大会员,无,000000,无,🏳️🏳️🏳️
619,1606230809,-魔鬼-,男,6,年度大会员,Kizuna AI,000050,Kizuna AI,快跑🏃🏻🏃🏻🏃🏻🏃🏻🏃🏻
618,1606230802,赫默_Official,保密,4,普通会员,无,000000,无,像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！像个🤡一样，真可怜！
616,1606230793,lntscm,保密,5,大会员,无,000000,无,❤️乐❤️华❤️娱❤️乐❤️我❤️的❤️恶❤️魔❤️人❤️
615,1606230788,桜いの,保密,5,年度大会员,湊-阿库娅,006098,湊-阿库娅,差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅
614,1606230780,桜いの,保密,5,年度大会员,湊-阿库娅,006098,湊-阿库娅,差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅
613,1606230777,账号已注销,保密,0,大会员,神楽Mea,002859,神楽Mea,爬爬爬
612,1606230761,該隱の救贖,保密,5,年度大会员,还有醒着的么,011321,还有醒着的么,懂了，该爬的是我们[微笑][微笑]
609,1606230708,绯赤鹦鹉欧Official,男,6,大会员,绯赤艾莉欧,004077,绯赤艾莉欧,球球你！滚吧！！
608,1606230685,理性分析,保密,6,年度大会员,神楽Mea,000496,神楽Mea,不是，没人和你们说过v圈人均企业PTSD吗
607,1606230669,小白熊2333,保密,5,大会员,雪未来,064286,雪未来,该爬的是我们
604,1606230598,北风年少,男,5,大会员,绯赤艾莉欧,008121,绯赤艾莉欧,"我们v圈观众跪下了,放我们一条生路吧[跪了][跪了][跪了]"
602,1606230569,死守B点李田所,男,5,大会员,无,000000,无,差不多得了😅
599,1606230554,黄昏的鹿,保密,5,年度大会员,嘉然今天吃什么,003805,嘉然今天吃什么,要扩圈咯[黑洞]
597,1606230537,伍零人,男,6,大会员,嘉然今天吃什么,009441,嘉然今天吃什么,GKD！
596,1606230535,桜いの,保密,5,年度大会员,湊-阿库娅,006098,湊-阿库娅,差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅差不多得了😅
594,1606230507,艾莉欧小姐真好看,男,6,大会员,绯赤艾莉欧,005061,绯赤艾莉欧,Fk u and never come back
593,1606230468,龙王的狱友666号,保密,4,大会员,初音未来13周年,096567,初音未来13周年,🌸Q and never come back[吐]
591,1606230458,知足常乐,男,6,大会员,无,000000,无,爬爬爬[吐]爬爬爬[吐]爬爬爬[吐]爬爬爬[吐]爬爬爬[吐]爬爬爬[吐]爬爬爬[吐]爬爬爬[吐]爬爬爬[吐]爬爬爬[吐]爬爬爬[吐]爬爬爬[吐]爬爬爬[吐]
